"","Laji","min_1pros","max_1pros","KA_kasvusyvyys","Mediaani_kasvusyvyys","Keskihajonta","min_5_pros","max_5_pros","min_syvyys","max_syvyys","havaintojen_lkm","Lajin_90_pros_esiintyvyysrajat","lajihavainto"
"333","Mytilopsis leucophaeata",0.9,5.8,2.72380952380952,2.8,1.44149393405063,0.9,5,0.9,6,24,"0.9 - 5","Mytilopsis leucophaeata"
"334","Nitella hyalina",0.3,1.77,0.583333333333333,0.5,0.360756049895538,0.3,0.97,0.3,2,24,"0.3 - 0.97","Nitella hyalina"
"335","Osmerus eperlanus",20.84,79,40.8181818181818,36,17.2699473725626,24,78.05,20,79,24,"24 - 78.05","Osmerus eperlanus"
"336","Ranunculus peltanus.spp..Peltatus",0.25,1.6626,0.815190476190476,0.937,0.479744684081816,0.25,1.513,0.25,1.7,24,"0.25 - 1.51","Ranunculus peltanus.spp..Peltatus"
"337","Sinileväkuula .esim..Aphanotece.stagnina.",0.2044,3.67,0.942608695652174,0.6,1.09527587803798,0.238,3.67,0.2,3.67,24,"0.24 - 3.67","Sinileväkuula .esim..Aphanotece.stagnina."
"338","Juncus bufonius",0,0.8578,0.394826086956522,0.3,0.313760280841907,0.002,0.841,0,0.86,23,"0 - 0.84","Juncus bufonius"
"339","Pholis gunnellus",0.2,36.78,16.4695652173913,16.7,9.91369277049809,0.68,35.2,0.2,37,23,"0.68 - 35.2","Pholis gunnellus"
"340","Nymphaea candida",0.1705,1.3027,0.683,0.68,0.33156756116823,0.215,1.194,0.16,1.33,22,"0.21 - 1.19","Nymphaea candida"
"341","Calla palustris",0.084,0.68,0.36952380952381,0.35,0.19252210757407,0.1,0.6,0.08,0.7,21,"0.1 - 0.6","Calla palustris"
"342","Piilevät",0.18,2.38,0.889,0.62,0.770699613816461,0.18,2.38,0.18,2.38,21,"0.18 - 2.38","Piilevät"
"343","Potentilla palustris",0,0.4,0.163095238095238,0.1,0.132367633793879,0,0.4,0,0.4,21,"0 - 0.4","Potentilla palustris"
"344","Stratiotes aloides",0.15,1.24,0.502380952380952,0.4,0.321121546488316,0.15,1,0.15,1.3,21,"0.15 - 1","Stratiotes aloides"
"345","Chara braunii",0.019,1.81,0.594,0.55,0.42443026827923,0.095,1.05,0,2,20,"0.1 - 1.05","Chara braunii"
"346","Potamogeton obtusifolius",0.219,2.572,0.725,0.425,0.631726956341441,0.295,1.66,0.2,2.8,20,"0.3 - 1.66","Potamogeton obtusifolius"
"347","Ceratophyllum submersum",0.4,0.7,0.547222222222222,0.5,0.0915105622676199,0.4,0.7,0.4,0.7,19,"0.4 - 0.7","Ceratophyllum submersum"
"348","Filipendula ulmaria",0,0.291,0.068421052631579,0.05,0.0900779389624302,0,0.255,0,0.3,19,"0 - 0.25","Filipendula ulmaria"
"349","Peucedanum palustre",0,0.3,0.113157894736842,0.1,0.107809123071955,0,0.3,0,0.3,19,"0 - 0.3","Peucedanum palustre"
"350","Scytosiphon lomentaria",0.218,1.5,0.794736842105263,0.7,0.446559295814523,0.29,1.5,0.2,1.5,19,"0.29 - 1.5","Scytosiphon lomentaria"
"351","Sinileväpallo (vihreäkuula)",0.2,2.328,0.626315789473684,0.4,0.596137666113344,0.2,2.04,0.2,2.4,19,"0.2 - 2.04","Sinileväpallo (vihreäkuula)"
"352","Tunnistamaton rihmamainen sinilevä",0.2,2.474,0.978947368421053,0.5,0.789218282274317,0.2,1.97,0.2,2.6,19,"0.2 - 1.97","Tunnistamaton rihmamainen sinilevä"
"353","Unionidae",0.517,2.2,1.25555555555556,1.2,0.499673095747989,0.585,2.2,0.5,2.2,19,"0.58 - 2.2","Unionidae"
"354","Carex rostrata",0.017,1.983,0.55,0.3,0.66774422718671,0.085,1.915,0,2,18,"0.09 - 1.91","Carex rostrata"
"355","Crangon crangon",1.28751,19.15,7.89205555555556,7.4,4.97079194154652,1.28955,15.75,1.287,20,18,"1.29 - 15.75","Crangon crangon"
"356","Potamogeton gramineus x perfoliatus",0.1085,4.662,1.31944444444444,0.85,1.3564810539308,0.1425,3.71,0.1,4.9,18,"0.14 - 3.71","Potamogeton gramineus x perfoliatus"
"357","Drepanocladus sordidius",0.1556,1.184,0.717058823529412,0.7,0.266593433571664,0.418,1.12,0.09,1.2,17,"0.42 - 1.12","Drepanocladus sordidius"
"358","Fissidens osmundoides",0.376,3.284,2.41764705882353,2.9,0.900163383862651,1.08,3.22,0.2,3.3,17,"1.08 - 3.22","Fissidens osmundoides"
"359","Nitella flexilis.vel.opaca",0.0728,3.084,1.28647058823529,0.65,1.08837000358604,0.284,3.02,0.02,3.1,17,"0.28 - 3.02","Nitella flexilis.vel.opaca"
"360","Persicaria hydropiper",0.0016,2.344,0.571176470588235,0.4,0.598120831782145,0.008,1.32,0,2.6,17,"0.01 - 1.32","Persicaria hydropiper"
"361","Piscicola geometra",0.4508,21.38,6.47925,6.5,5.81661697208953,0.542,16.1,0.428,22.7,17,"0.54 - 16.1","Piscicola geometra"
"362","Theodoxus fluviatilis.OLDSCALE",0.16,8.84,3.02941176470588,2,2.54675398936626,0.8,8.2,0,9,17,"0.8 - 8.2","Theodoxus fluviatilis.OLDSCALE"
"363","Hippuris sp.",0,0.76,0.2156875,0.1305,0.238294416985935,0,0.64,0,0.79,16,"0 - 0.64","Hippuris sp."
"364","Kiinnittynyt rihmamainen ruskolevä",0.115,8.955,2.278125,1.1,2.79039834372562,0.175,8.775,0.1,9,16,"0.18 - 8.77","Kiinnittynyt rihmamainen ruskolevä"
"365","Nitella opaca",0.315,2.155,1.19325,1.225,0.548673855764971,0.375,1.975,0.3,2.2,16,"0.38 - 1.97","Nitella opaca"
"366","Rumex sp.",0,0.7475,0.18825,0.1055,0.228379070844944,0,0.5375,0,0.8,16,"0 - 0.54","Rumex sp."
"367","Viviparus contectus",0,2.186,0.766666666666667,0,0.913913614756939,0,2.13,0,2.2,16,"0 - 2.13","Viviparus contectus"
"368","Pomatoschistus minutus",0.814,11.958,4.75333333333333,5,3.37466753212534,0.87,11.79,0.8,12,15,"0.87 - 11.79","Pomatoschistus minutus"
"369","Warnstorfia trichophylla",0,0.6569,0.159,0.1,0.18417964832506,0,0.4245,0,0.715,15,"0 - 0.42","Warnstorfia trichophylla"
"370","Cottus gobio",0.7,10.393,3.38333333333333,2.5,2.96489562389742,0.7,8.765,0.7,10.8,14,"0.7 - 8.76","Cottus gobio"
"371","Galium sp.",0.0065,0.987,0.346428571428571,0.175,0.337105487778099,0.0325,0.935,0,1,14,"0.03 - 0.93","Galium sp."
"372","Lymnaea stagnalis",0.05,7.479,1.23285714285714,0.3,2.4140244998165,0.05,6.595,0.05,7.7,14,"0.05 - 6.59","Lymnaea stagnalis"
"373","Myosotis scorpioides",0,0.7,0.25,0.175,0.255764314585488,0,0.7,0,0.7,14,"0 - 0.7","Myosotis scorpioides"
"374","Sinileväpallo",0.05,1.735,0.535714285714286,0.4,0.503231316833281,0.05,1.475,0.05,1.8,14,"0.05 - 1.47","Sinileväpallo"
"375","Elatine triandra",0.05,0.788,0.433076923076923,0.48,0.252434302191832,0.05,0.74,0.05,0.8,13,"0.05 - 0.74","Elatine triandra"
"376","Hippuris x.lanceolata",0.00600000000000001,0.394,0.214285714285714,0.2,0.13451854182691,0.03,0.37,0,0.4,13,"0.03 - 0.37","Hippuris x.lanceolata"
"377","Hydracarina",0.106,0.788,0.453846153846154,0.5,0.220285362713098,0.13,0.74,0.1,0.8,13,"0.13 - 0.74","Hydracarina"
"378","Myoxocephalus scorpius",8.24,28.76,18.4615384615385,15,7.68781920329583,9.2,27.8,8,29,13,"9.2 - 27.8","Myoxocephalus scorpius"
"379","Najas sp.",0.36,1.7,1.22307692307692,1.4,0.465750015483711,0.6,1.7,0.3,1.7,13,"0.6 - 1.7","Najas sp."
"380","Nymphaea alba subsp. candida",0.024,1.728,0.784615384615385,0.9,0.489636180999311,0.12,1.44,0,1.8,13,"0.12 - 1.44","Nymphaea alba subsp. candida"
"381","Triglochin palustris",0,0.84,0.172692307692308,0.05,0.261140251147215,0,0.599999999999999,0,0.9,13,"0 - 0.6","Triglochin palustris"
"382","Utricularia minor",0.00600000000000001,1.316,0.426923076923077,0.4,0.371576250931636,0.03,0.979999999999999,0,1.4,13,"0.03 - 0.98","Utricularia minor"
"383","Parnassia palustris",0,1.126,0.225166666666667,0,0.429571844627845,0,1.126,0,1.126,12,"0 - 1.13","Parnassia palustris"
"384","Salix sp.",0,0.3758,0.0691666666666667,0,0.123395766343563,0,0.279,0,0.4,12,"0 - 0.28","Salix sp."
"385","Utricularia intermedia",0.0555,0.789,0.4,0.4,0.277160931262294,0.0775,0.745,0.05,0.8,12,"0.08 - 0.74","Utricularia intermedia"
"386","Argentina anserina",0,0.625,0.155454545454545,0,0.26023503362782,0,0.625,0,0.625,11,"0 - 0.62","Argentina anserina"
"387","Chara virgata.globularis",0.4,1.49,0.832727272727273,0.8,0.408487231357136,0.4,1.49,0.4,1.49,11,"0.4 - 1.49","Chara virgata.globularis"
"388","Gasterosteiformes",0.31,9.66,2.75509090909091,0.8,3.13046694454822,0.35,8.3,0.3,10,11,"0.35 - 8.3","Gasterosteiformes"
"389","Isoëtes lacustris",0.065,0.49,0.290909090909091,0.3,0.115797629116882,0.125,0.45,0.05,0.5,11,"0.12 - 0.45","Isoëtes lacustris"
"390","Najas tenuissima",0,0.27,0.0272727272727273,0,0.0904534033733291,0,0.15,0,0.3,11,"0 - 0.15","Najas tenuissima"
"391","Ranunculus peltatus subsp. peltatus",0.165,0.88,0.445454545454545,0.35,0.212667046641629,0.225,0.8,0.15,0.9,11,"0.22 - 0.8","Ranunculus peltatus subsp. peltatus"
"392","Utricularia australis",0.11,1.305,0.543636363636364,0.3,0.415891157089754,0.15,1.205,0.1,1.33,11,"0.15 - 1.21","Utricularia australis"
"393","Abramis brama",0.6,14.965,6.42,3.14,6.57981328436779,0.6,14.825,0.6,15,10,"0.6 - 14.83","Abramis brama"
"394","Batrachospermum atrum",1.1,4.228,2.18,1.8,1.1735984548956,1.1,3.94,1.1,4.3,10,"1.1 - 3.94","Batrachospermum atrum"
"395","Chara horrida",0.618,1.291,0.93,0.9,0.211081869319834,0.69,1.255,0.6,1.3,10,"0.69 - 1.25","Chara horrida"
"396","Elatine orthosperma",0.209,1.291,0.61,0.425,0.387871685541036,0.245,1.255,0.2,1.3,10,"0.24 - 1.25","Elatine orthosperma"
"397","Gobiusculus flavescens",1.658,6.264,4.13333333333333,4.5,2.37135685491099,1.89,6.12,1.6,6.3,10,"1.89 - 6.12","Gobiusculus flavescens"
"398","Iris pseudacorus",0.1,0.982,0.375,0.3,0.299304749934466,0.1,0.91,0.1,1,10,"0.1 - 0.91","Iris pseudacorus"
"399","Iris pseudoacorus",0.0135,0.8,0.405,0.4,0.247711750046523,0.0675,0.8,0,0.8,10,"0.07 - 0.8","Iris pseudoacorus"
"400","Leptodictyum riparium",0.0135,2.591,0.8865,0.37,0.988455725979784,0.0675,2.555,0,2.6,10,"0.07 - 2.55","Leptodictyum riparium"
"401","Najas marina.ssp..intermedia",0.7,1,0.841,0.85,0.11608904628201,0.7,1,0.7,1,10,"0.7 - 1","Najas marina.ssp..intermedia"
"402","Ophrydium",0.0162,1.471,0.753,0.785,0.502351138812949,0.081,1.435,0,1.48,10,"0.08 - 1.43","Ophrydium"
"403","Stuckenia sp.",0.0545,1.391,0.605,0.575,0.488449929197797,0.0725,1.355,0.05,1.4,10,"0.07 - 1.35","Stuckenia sp."
"404","Vicia cracca",0,0.325,0.07,0,0.135298024950683,0,0.325,0,0.325,10,"0 - 0.32","Vicia cracca"
"405","Carex vesicaria",0.1184,0.822,0.571111111111111,0.63,0.231756577276916,0.192,0.79,0.1,0.83,9,"0.19 - 0.79","Carex vesicaria"
"406","Hieracium sp.",0,0.215,0.0572222222222222,0.02,0.0745449156176626,0,0.175,0,0.225,9,"0 - 0.17","Hieracium sp."
"407","Honkenya pebloides",0.00376,0.476,0.143777777777778,0.05,0.155470879731365,0.0188,0.38,0,0.5,9,"0.02 - 0.38","Honkenya pebloides"
"408","Nitella walhbergiana",0.05004,1.06,0.426333333333333,0.4,0.309339619189007,0.1022,0.9,0.037,1.1,9,"0.1 - 0.9","Nitella walhbergiana"
"409","Planorbidae",0.207,0.7825,0.46875,0.5,0.179159745159772,0.235,0.7125,0.2,0.8,9,"0.23 - 0.71","Planorbidae"
"410","Plantago maritima",0,0.284,0.0666666666666667,0.05,0.092736184954957,0,0.22,0,0.3,9,"0 - 0.22","Plantago maritima"
"411","Potamogeton compressus",0.10536,1.512,0.411222222222222,0.267,0.463024507390748,0.1268,1.16,0.1,1.6,9,"0.13 - 1.16","Potamogeton compressus"
"412","Potamogeton crispus",0.736,3,2.55555555555556,2.9,0.773160900316213,1.28,3,0.6,3,9,"1.28 - 3","Potamogeton crispus"
"413","Schoenoplectus maritimus",0.00800000000000001,0.676,0.283333333333333,0.25,0.203100960115899,0.04,0.58,0,0.7,9,"0.04 - 0.58","Schoenoplectus maritimus"
"414","Calliergon megalophyllum",0.2035,0.972,0.45625,0.375,0.254161787619056,0.2175,0.86,0.2,1,8,"0.22 - 0.86","Calliergon megalophyllum"
"415","Carex paleacea",0.0035,0.386,0.1625,0.175,0.121743289636138,0.0175,0.33,0,0.4,8,"0.02 - 0.33","Carex paleacea"
"416","Decapoda",0.2,30.883,7.725,0.5,13.4974865385057,0.2,30.015,0.2,31.1,8,"0.2 - 30.02","Decapoda"
"417","Drepanocladus cf..sordidus",0.614,1.093,0.9375,1,0.159798980865694,0.67,1.065,0.6,1.1,8,"0.67 - 1.06","Drepanocladus cf..sordidus"
"418","Gordius sp.",0.307,6.488,2.00625,0.7,2.43434319390555,0.335,6.04,0.3,6.6,8,"0.34 - 6.04","Gordius sp."
"419","Juncus bulbosus",0.2021,0.5695,0.33625,0.3,0.126596941962615,0.2105,0.5275,0.2,0.58,8,"0.21 - 0.53","Juncus bulbosus"
"420","Planorbarius corneus",0,0.428,0.24275,0.298,0.185416712145527,0,0.428,0,0.428,8,"0 - 0.43","Planorbarius corneus"
"421","Pungitus pungitus",0.2665,7.41285,3.505,2.6885,3.19391571585726,0.3325,7.41225,0.25,7.413,8,"0.33 - 7.41","Pungitus pungitus"
"422","Rumex aquaticus",0,0.486,0.177,0.179,0.18224630115784,0,0.43,0,0.5,8,"0 - 0.43","Rumex aquaticus"
"423","Allium schoenoprasum",0.00600000000000001,0.67,0.228571428571429,0.2,0.221466970556828,0.03,0.55,0,0.7,7,"0.03 - 0.55","Allium schoenoprasum"
"424","Audouinella purpurea",2.06,5.94,3.8,3.6,1.34660065844828,2.3,5.7,2,6,7,"2.3 - 5.7","Audouinella purpurea"
"425","Chara aspera var. subinermis",0.542,3.016,1.58571428571429,1.6,0.781938981908801,0.71,2.68,0.5,3.1,7,"0.71 - 2.68","Chara aspera var. subinermis"
"426","Corixidae",0.3,0.46,0.375714285714286,0.35,0.0807995756707387,0.3,0.46,0.3,0.46,7,"0.3 - 0.46","Corixidae"
"427","Epilobium sp.",0,0.488,0.171428571428571,0.1,0.179947082168487,0,0.44,0,0.5,7,"0 - 0.44","Epilobium sp."
"428","Honckenya peploides",0,0.0594,0.0271428571428571,0.03,0.026903708365382,0,0.057,0,0.06,7,"0 - 0.06","Honckenya peploides"
"429","Racomitrium canescens",0,0.822,0.245428571428571,0.005,0.394518211300339,0,0.822,0,0.822,7,"0 - 0.82","Racomitrium canescens"
"430","Stuckenia vaginata",0.472,2.282,1.67142857142857,1.7,0.610230245383619,0.76,2.21,0.4,2.3,7,"0.76 - 2.21","Stuckenia vaginata"
"431","Warnstorfia sp.",0.0018,1.258,0.433714285714286,0.353,0.436532058496553,0.009,1.09,0,1.3,7,"0.01 - 1.09","Warnstorfia sp."
"432","Chara baltica.var.breviaculeata",0.72,0.92,0.82,0.82,0.0894427190999916,0.72,0.92,0.72,0.92,6,"0.72 - 0.92","Chara baltica.var.breviaculeata"
"433","Chara baltica/horrida",0.0825,1,0.758333333333333,0.9,0.36934626932821,0.2125,1,0.05,1,6,"0.21 - 1","Chara baltica/horrida"
"434","Fissidens adianthoides",0.525,2.98,1.71666666666667,1.6,0.951665207237643,0.625,2.9,0.5,3,6,"0.62 - 2.9","Fissidens adianthoides"
"435","Mytilopsis leucophaeata.OLDSCALE",1.232,5.876,2.9,2.4,1.8411952639522,1.36,5.38,1.2,6,6,"1.36 - 5.38","Mytilopsis leucophaeata.OLDSCALE"
"436","Picea abies",0.0525,0.4,0.275,0.35,0.157321327225523,0.0625,0.4,0.05,0.4,6,"0.06 - 0.4","Picea abies"
"437","Potamopyrgus antipodarum",0.4,0.5,0.45,0.45,0.0547722557505166,0.4,0.5,0.4,0.5,6,"0.4 - 0.5","Potamopyrgus antipodarum"
"438","Primula nutans subsp. finmarchica",0,0,0,0,0,0,0,0,0,6,"0 - 0","Primula nutans subsp. finmarchica"
"439","Scorpidium sp",0.258,0.528,0.364666666666667,0.308,0.128478273130778,0.258,0.528,0.258,0.528,6,"0.26 - 0.53","Scorpidium sp"
"440","Triglochin sp.",0.098,0.5,0.331666666666667,0.325,0.16314615124687,0.13,0.5,0.09,0.5,6,"0.13 - 0.5","Triglochin sp."
"441","Bangia atropurpurea",0.284,3.3,2.28,2.3,1.26570138658374,0.62,3.3,0.2,3.3,5,"0.62 - 3.3","Bangia atropurpurea"
"442","Chara baltica var breviaculeata",0.908,1.492,1.22,1.3,0.228035085019828,0.94,1.46,0.9,1.5,5,"0.94 - 1.46","Chara baltica var breviaculeata"
"443","Chara cf..globularis",0.3224,1.774,1.146,1.39,0.57691420505999,0.412,1.71,0.3,1.79,5,"0.41 - 1.71","Chara cf..globularis"
"444","Chenopodium sp.",0.05,0.36,0.236,0.36,0.169793992826601,0.05,0.36,0.05,0.36,5,"0.05 - 0.36","Chenopodium sp."
"445","Chorda / Halosiphon",0.204,1.94,0.7,0.5,0.73824115301167,0.22,1.7,0.2,2,5,"0.22 - 1.7","Chorda / Halosiphon"
"446","Comarum palustre",0.004,0.392,0.17,0.15,0.148323969741913,0.02,0.36,0,0.4,5,"0.02 - 0.36","Comarum palustre"
"447","Fissidens sp.",0.04,4.93584,1.7558,1.2,1.94113837734459,0.2,4.3632,0,5.079,5,"0.2 - 4.36","Fissidens sp."
"448","Galium palustre.ssp..palustre",0.2,0.296,0.22,0.2,0.0447213595499958,0.2,0.28,0.2,0.3,5,"0.2 - 0.28","Galium palustre.ssp..palustre"
"449","Hajottajabakteerikerros",1.612,3.96,2.5,2,0.989949493661167,1.66,3.8,1.6,4,5,"1.66 - 3.8","Hajottajabakteerikerros"
"450","Hippophae rhamnoides",0.02,0.0496,0.034,0.04,0.0134164078649987,0.02,0.048,0.02,0.05,5,"0.02 - 0.05","Hippophae rhamnoides"
"451","Hippuris x lanceolata",0.054,0.448,0.27,0.3,0.168077363139716,0.07,0.44,0.05,0.45,5,"0.07 - 0.44","Hippuris x lanceolata"
"452","Leymus arenarius",0,0.098,0.04,0.05,0.0418330013267038,0,0.09,0,0.1,5,"0 - 0.09","Leymus arenarius"
"453","Macroplea mutica",0.412,1.672,0.92,0.8,0.486826457785523,0.46,1.56,0.4,1.7,5,"0.46 - 1.56","Macroplea mutica"
"454","Ostracoda",0.1404,0.7788,0.302,0.15,0.283496031718259,0.142,0.694,0.14,0.8,5,"0.14 - 0.69","Ostracoda"
"455","Peittävä punainen.levämatto",0.55,6.46,3.32,3.5,2.74968179977248,0.55,6.3,0.55,6.5,5,"0.55 - 6.3","Peittävä punainen.levämatto"
"456","Salix phylicifolia",0,0.1,0.04,0,0.0547722557505166,0,0.1,0,0.1,5,"0 - 0.1","Salix phylicifolia"
"457","Sander lucioperca",8.34,37,23.72,20.1,12.8944561731001,9.7,37,8,37,5,"9.7 - 37","Sander lucioperca"
"458","Sphagnum platyphyllum",0.15,0.396,0.24,0.2,0.108397416943394,0.15,0.38,0.15,0.4,5,"0.15 - 0.38","Sphagnum platyphyllum"
"459","Viola sp.",0,0.248,0.1,0.05,0.117260393995586,0,0.24,0,0.25,5,"0 - 0.24","Viola sp."
"460","Viviparus sp.",0.448,8.72,2.94,1.7,3.44209238690655,0.64,7.6,0.4,9,5,"0.64 - 7.6","Viviparus sp."
"461","Asellus aquaticus",0.353,0.794,0.55,0.5,0.229128784747792,0.365,0.77,0.35,0.8,4,"0.36 - 0.77","Asellus aquaticus"
"462","Aster tripolium..Tripolium.vulgare.",0.112,0.694,0.45,0.5,0.251661147842358,0.16,0.67,0.1,0.7,4,"0.16 - 0.67","Aster tripolium..Tripolium.vulgare."
"463","Atriplex prostrata",0,0.0485,0.0125,0,0.025,0,0.0425,0,0.05,4,"0 - 0.04","Atriplex prostrata"
"464","Audouinella efflorescens",3.4,4.4,3.9,3.9,0.577350269189626,3.4,4.4,3.4,4.4,4,"3.4 - 4.4","Audouinella efflorescens"
"465","Bidens sp.",0,0.2552,0.09,0.05,0.122746350930146,0,0.236,0,0.26,4,"0 - 0.24","Bidens sp."
"466","Calliergon cordifolium",0.1015,0.3485,0.225,0.225,0.119023807142381,0.1075,0.3425,0.1,0.35,4,"0.11 - 0.34","Calliergon cordifolium"
"467","Callitriche hamulata",0.109,0.5485,0.3875,0.45,0.201556443707464,0.145,0.5425,0.1,0.55,4,"0.14 - 0.54","Callitriche hamulata"
"468","Calothrix",0.003,0.6,0.325,0.35,0.320156211871642,0.015,0.6,0,0.6,4,"0.01 - 0.6","Calothrix"
"469","Chaetophora incrassata",0.5015,1,0.7625,0.775,0.275,0.5075,1,0.5,1,4,"0.51 - 1","Chaetophora incrassata"
"470","Chara globularis var. Virgata",0.503,0.894,0.675,0.65,0.170782512765993,0.515,0.87,0.5,0.9,4,"0.52 - 0.87","Chara globularis var. Virgata"
"471","Dytiscidae",0.1605,4.97,2.4125,2.25,2.44893684415639,0.2025,4.85,0.15,5,4,"0.2 - 4.85","Dytiscidae"
"472","Ectocarpus confervoides",0.8367,2.985,2.0025,2.1,0.958484046120052,0.9435,2.925,0.81,3,4,"0.94 - 2.92","Ectocarpus confervoides"
"473","Elymus repens",0,0.097,0.025,0,0.05,0,0.085,0,0.1,4,"0 - 0.08","Elymus repens"
"474","Equisetum sp.",0.112,0.797,0.525,0.6,0.309569593683445,0.16,0.785,0.1,0.8,4,"0.16 - 0.78","Equisetum sp."
"475","Festuca rubra",0,0.0985,0.0375,0.025,0.0478713553878169,0,0.0925,0,0.1,4,"0 - 0.09","Festuca rubra"
"476","Hydracarina .Hydrachnellae.tai.Hydrachnidia",0.3,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,4,"0.3 - 0.3","Hydracarina .Hydrachnellae.tai.Hydrachnidia"
"477","Macroplea pubipennis",0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,4,"0.5 - 0.5","Macroplea pubipennis"
"478","Marenzelleria sp.",1.947,7.961,5.8,6.7,2.73617738216415,2.535,7.805,1.8,8,4,"2.53 - 7.8","Marenzelleria sp."
"479","Myrica gale",0.003,0.1985,0.1125,0.125,0.0853912563829966,0.015,0.1925,0,0.2,4,"0.01 - 0.19","Myrica gale"
"480","Oligochaeta",0.23,7.97,3.865,3.615,4.21714358304291,0.23,7.85,0.23,8,4,"0.23 - 7.85","Oligochaeta"
"481","Pedicularis sp.",0.0015,2.916,0.8125,0.125,1.4608074251363,0.0075,2.58,0,3,4,"0.01 - 2.58","Pedicularis sp."
"482","Potamogeton gramineus.x.Potamogeton.perfoliatus....P..nitens.",1.0009,2.3536,1.4775,1.265,0.643758495089579,1.0045,2.248,1,2.38,4,"1 - 2.25","Potamogeton gramineus.x.Potamogeton.perfoliatus....P..nitens."
"483","Potamogeton lucens",0.051,2.338,1.03,0.855,0.985731538841416,0.135,2.17,0.03,2.38,4,"0.13 - 2.17","Potamogeton lucens"
"484","Potamopyrgus jenkinsi",0.3,2.44,0.9,0.4,1.07082522694727,0.3,2.2,0.3,2.5,4,"0.3 - 2.2","Potamopyrgus jenkinsi"
"485","Rumex longifolius",0.0512,0.1967,0.1075,0.09,0.064485140407177,0.056,0.1835,0.05,0.2,4,"0.06 - 0.18","Rumex longifolius"
"486","Spergularia salina",0,0.0194,0.005,0,0.01,0,0.017,0,0.02,4,"0 - 0.02","Spergularia salina"
"487","Spinachia spinachia",1.608,3.47,2.36666666666667,2,1.00166528008778,1.64,3.35,1.6,3.5,4,"1.64 - 3.35","Spinachia spinachia"
"488","Stellaria sp.",0.1015,0.2955,0.175,0.15,0.0866025403784439,0.1075,0.2775,0.1,0.3,4,"0.11 - 0.28","Stellaria sp."
"489","Taurulus bubalus",11,11,11,11,NA,11,11,11,11,4,"11 - 11","Taurulus bubalus"
"490","Urospora penicilliformis",0.4,0.694,0.5,0.45,0.141421356237309,0.4,0.67,0.4,0.7,4,"0.4 - 0.67","Urospora penicilliformis"
"491","Valeriana sp.",0.00600000000000001,0.3955,0.2125,0.225,0.165201896679992,0.03,0.3775,0,0.4,4,"0.03 - 0.38","Valeriana sp."
"492","Ammodytidae sp.",6.713,7.987,7.35,7.35,0.919238815542512,6.765,7.935,6.7,8,3,"6.77 - 7.93","Ammodytidae sp."
"493","Anodonta cygnea",0.202,0.3,0.266666666666667,0.3,0.0577350269189626,0.21,0.3,0.2,0.3,3,"0.21 - 0.3","Anodonta cygnea"
"494","Anodonta sp.",0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,3,"0.4 - 0.4","Anodonta sp."
"495","Carex cespitosa",0,0.098,0.0333333333333333,0,0.0577350269189626,0,0.09,0,0.1,3,"0 - 0.09","Carex cespitosa"
"496","Embletonia pallida",10.643,14.857,12.75,12.75,3.04055915910216,10.815,14.685,10.6,14.9,3,"10.81 - 14.69","Embletonia pallida"
"497","Eriocheir sinensis",9.075,16.425,12.75,12.75,5.30330085889911,9.375,16.125,9,16.5,3,"9.38 - 16.12","Eriocheir sinensis"
"498","Lathyrus palustris",0.00800000000000001,0.4,0.266666666666667,0.4,0.23094010767585,0.04,0.4,0,0.4,3,"0.04 - 0.4","Lathyrus palustris"
"499","Nematomorpha",0.576,4.398,3.06666666666667,4.3,2.22336081942031,0.88,4.39,0.5,4.4,3,"0.88 - 4.39","Nematomorpha"
"500","Pisidium / Sphaerium",0.104,0.398,0.266666666666667,0.3,0.152752523165195,0.12,0.39,0.1,0.4,3,"0.12 - 0.39","Pisidium / Sphaerium"
"501","Polyides rotundus",13.7,13.7,13.7,13.7,0,13.7,13.7,13.7,13.7,3,"13.7 - 13.7","Polyides rotundus"
"502","Potentilla anserina",0,0.049,0.0166666666666667,0,0.0288675134594813,0,0.045,0,0.05,3,"0 - 0.04","Potentilla anserina"
"503","Pungitius pungitius",0.504,0.896,0.7,0.7,0.2,0.52,0.88,0.5,0.9,3,"0.52 - 0.88","Pungitius pungitius"
"504","Rumex longifolia",0.45,0.695,0.533333333333333,0.45,0.144337567297406,0.45,0.675,0.45,0.7,3,"0.45 - 0.67","Rumex longifolia"
"505","Tinca tinca",0.404,1.188,0.733333333333333,0.6,0.416333199893227,0.42,1.14,0.4,1.2,3,"0.42 - 1.14","Tinca tinca"
"506","Alnus incana",5e-04,0.0495,0.025,0.025,0.0353553390593274,0.0025,0.0475,0,0.05,2,"0 - 0.05","Alnus incana"
"507","Calamagrostis stricta",0.22575,0.29925,0.2625,0.2625,0.053033008588991,0.22875,0.29625,0.225,0.3,2,"0.23 - 0.3","Calamagrostis stricta"
"508","Charales",0.713,1.987,1.35,1.35,0.919238815542512,0.765,1.935,0.7,2,2,"0.76 - 1.94","Charales"
"509","Cobitis taenia",0.501,0.599,0.55,0.55,0.0707106781186547,0.505,0.595,0.5,0.6,2,"0.5 - 0.6","Cobitis taenia"
